Epoch,EN→TE SSIM,EN→TE MSE,TE→EN SSIM,TE→EN MSE
81,0.5737727827328631,107.13700866699219,0.4861849809500332,108.75580139160157
82,0.5924313487921231,107.35783081054687,0.47979225271329334,109.60864562988282
83,0.5803778019893799,107.64019165039062,0.49359080175002995,108.31124267578124
84,0.5843489150996968,106.72075500488282,0.4964612608655833,107.2494384765625
85,0.5389513012042394,108.45581359863282,0.5045113289803517,108.4539306640625
